Datetime,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,Predicted_flow_After,Predicted_flow_Before,SITE ID,V-notch weir equation (gpm),calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2017-05-26 09:55:00,,0.0,,,,,,,,SDG-115B,0.0,,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-26 09:55:00,,,,,,0.0,8.791,,,SDG-115B,,-8.791,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-09 08:25:00,,0.0,,,,,,,,SDG-115B,0.0,,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-09 08:25:00,,,,,,0.0,9.117,,,SDG-115B,,-9.117,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-20 08:30:00,,0.0,,,,,,,,SDG-115B,0.0,,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-20 08:30:00,,,,,,0.0,6.465,,,SDG-115B,,-6.465,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-06 18:00:00,,0.0,,,,,,,,SDG-115B,0.0,,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-06 18:00:00,,,,,,0.0,9.433,,,SDG-115B,,-9.433,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-13 15:30:00,,0.0,,,,,,,,SDG-115B,0.0,,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-13 15:30:00,,,,,,0.0393700787402,9.134,,,SDG-115B,,-9.09462992126,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-21 13:05:00,,0.0,,,,,,,,SDG-115B,0.0,,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-21 13:05:00,,,,,,0.0,9.15,,,SDG-115B,,-9.15,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-04 11:45:00,,0.0,,,,,,,,SDG-115B,0.003,,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-04 11:45:00,,,,,,0.0787401574803,9.02,,,SDG-115B,,-8.94125984252,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-04 11:55:00,,0.0,,,,,,,,SDG-115B,0.003,,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-04 11:55:00,,,,,,0.0787401574803,9.02,,,SDG-115B,,-8.94125984252,0.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
