Datetime,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,SITE ID,calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2017-05-09 16:55:00,,,,,,0.952824,6.983,CAR-015,-6.030176,,,,,,,,,,
2017-05-12 09:45:00,,,,,,1.181103,7.226,CAR-015,-6.044897,,,,,,,,,,
2017-05-25 17:35:00,,,,,,1.0,7.06,CAR-015,-6.06,,,,,,,,,,
2017-06-09 08:10:00,,,,,,0.5,7.152,CAR-015,-6.652,,,,,,,,,,
2017-06-21 13:30:00,,,,,,1.0,7.19,CAR-015,-6.19,,,,,,,,,,
2017-07-06 16:35:00,,,,,,0.6875,6.889,CAR-015,-6.2015,,,,,,,,,,
2017-07-06 16:35:00,,,,,,0.6875,6.889,CAR-015,-6.2015,,,,,,,,,,
2017-07-06 16:35:00,,,,,,0.6875,6.889,CAR-015,-6.2015,,,,,,,,,,
2017-07-06 16:35:00,,,,,,0.6875,6.889,CAR-015,-6.2015,,,,,,,,,,
2017-07-06 16:35:00,,,,,,0.6875,6.889,CAR-015,-6.2015,,,,,,,,,,
2017-07-06 16:35:00,,,,,,0.6875,6.889,CAR-015,-6.2015,,,,,,,,,,
2017-07-06 16:35:00,,,,,,0.6875,6.889,CAR-015,-6.2015,,,,,,,,,,
2017-07-06 16:35:00,,,,,,0.6875,6.889,CAR-015,-6.2015,,,,,,,,,,
2017-07-06 16:35:00,,,,,,0.6875,6.889,CAR-015,-6.2015,,,,,,,,,,
2017-07-10 16:15:00,,,,,,0.787401574803,6.814,CAR-015,-6.0265984252,,,,,,,,,,
2017-07-21 13:55:00,,,,,,0.708661417323,6.919,CAR-015,-6.21033858268,,,,,,,,,,
2017-07-21 14:00:00,,,,,,0.708661417323,7.01,CAR-015,-6.30133858268,,,,,,,,,,
2017-08-04 12:25:00,,,,,,0.787401574803,6.806,CAR-015,-6.0185984252,,,,,,,,,,
2017-08-04 12:35:00,,,,,,0.787401574803,6.839,CAR-015,-6.0515984252,,,,,,,,,,
2017-08-18 14:15:00,,,,,,0.669291338583,7.005,CAR-015,-6.33570866142,,,,,,,,,,
2017-08-18 14:25:00,,,,,,0.669291338583,6.844,CAR-015,-6.17470866142,,,,,,,,,,
2017-08-30 16:05:00,,,,,,0.708661417323,6.814,CAR-015,-6.10533858268,,,,,,,,,,
2017-08-30 16:10:00,,,,,,0.708661417323,6.772,CAR-015,-6.06333858268,,,,,,,,,,
2017-09-20 16:00:00,,,,,,0.669291338583,6.944,CAR-015,-6.27470866142,,,,,,,,,,
2017-09-20 16:15:00,,,,,,0.669291338583,7.235,CAR-015,-6.56570866142,,,,,,,,,,
2017-10-05 13:05:00,,,,,,0.905511811024,7.185,CAR-015,-6.27948818898,,,,,,,,,,
2018-05-25 10:05:00,,1.18877309583,,,,,,CAR-069L,,,,6.0,32.0,,,,,,
2018-05-25 10:05:00,2018-05-25 10:10:00,,,,,0.787401574803,13.7,CAR-069L,-12.9125984252,,,6.0,32.0,,,,,,
2018-07-23 16:40:00,,0.0,,,,,,CAR-069L,,0.0,0.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-23 16:40:00,2018-07-23 16:45:00,,,,,0.0,7.13,CAR-069L,-7.13,0.0,0.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-06 18:30:00,2018-08-06 18:35:00,,,,,-0.708661417323,6.34,CAR-069L,-7.04866141732,0.0,0.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-20 12:15:00,2018-08-20 12:20:00,,,,,-3.74015748031,3.35,CAR-069L,-7.09015748031,0.0,0.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-04 11:30:00,2018-09-04 11:35:00,,,,,-1.37795275591,5.31,CAR-069L,-6.68795275591,0.0,0.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-18 17:10:00,,0.0,,,,,,CAR-069L,,0.0,0.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-18 17:10:00,2018-09-18 17:15:00,,,,,0.0,7.05,CAR-069L,-7.05,0.0,0.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 12:40:00,2018-09-27 12:45:00,,,,,0.0,2.24,CAR-069L,-2.24,0.0,0.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
